mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_jobs,param_n_neighbors,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0008339405059814454,0.1274550437927246,0.7759197324414716,0.7805265260847163,-1,54,"{'n_neighbors': 54, 'n_jobs': -1}",43,0.768595041322314,0.7861635220125787,0.75,0.7887029288702929,0.7899159663865546,0.7745302713987474,0.773109243697479,0.7807933194154488,0.7983193277310925,0.7724425887265136,3.71854724964937e-05,0.0007108869549023643,0.01691362994976417,0.006324643511762448
0.00088043212890625,0.12836155891418458,0.774247491638796,0.7796949543704093,-1,55,"{'n_neighbors': 55, 'n_jobs': -1}",49,0.7603305785123967,0.790356394129979,0.7583333333333333,0.7887029288702929,0.7899159663865546,0.7682672233820459,0.773109243697479,0.7807933194154488,0.7899159663865546,0.7703549060542797,7.181544376332446e-05,0.0011556418287647864,0.013710457190551745,0.009097756275034955
0.0009761333465576171,0.13087120056152343,0.7725752508361204,0.7771809817772624,-1,56,"{'n_neighbors': 56, 'n_jobs': -1}",55,0.768595041322314,0.779874213836478,0.7333333333333333,0.7887029288702929,0.7899159663865546,0.7724425887265136,0.773109243697479,0.7766179540709812,0.7983193277310925,0.7682672233820459,6.195845226379757e-05,0.00023897485687573636,0.022450007075510366,0.006960362366559642
0.0009452342987060547,0.13097362518310546,0.7725752508361204,0.7792756634961645,-1,57,"{'n_neighbors': 57, 'n_jobs': -1}",55,0.768595041322314,0.7861635220125787,0.7333333333333333,0.7928870292887029,0.7899159663865546,0.7682672233820459,0.7647058823529411,0.7807933194154488,0.8067226890756303,0.7682672233820459,6.770392503113093e-05,0.0007292091138806729,0.024827854668701615,0.009771250285015057
0.0009509563446044922,0.13105206489562987,0.774247491638796,0.7746687671864183,-1,58,"{'n_neighbors': 58, 'n_jobs': -1}",49,0.7768595041322314,0.7756813417190775,0.7333333333333333,0.7803347280334728,0.7899159663865546,0.7745302713987474,0.773109243697479,0.778705636743215,0.7983193277310925,0.7640918580375783,2.6872047947507516e-05,0.0001470774358711339,0.022398992450708626,0.005680051470702622
0.0009705543518066407,0.1282512664794922,0.7792642140468228,0.7750871735657545,-1,59,"{'n_neighbors': 59, 'n_jobs': -1}",39,0.7768595041322314,0.7735849056603774,0.7333333333333333,0.7866108786610879,0.8067226890756303,0.7682672233820459,0.7815126050420168,0.7828810020876826,0.7983193277310925,0.7640918580375783,0.00016154032485095156,0.0010768385302522613,0.025452083992102335,0.008522969377926685
0.0009702205657958985,0.1309338092803955,0.7709030100334449,0.771739882243512,-1,60,"{'n_neighbors': 60, 'n_jobs': -1}",61,0.768595041322314,0.7672955974842768,0.7333333333333333,0.7824267782426778,0.7899159663865546,0.7724425887265136,0.773109243697479,0.7745302713987474,0.7899159663865546,0.7620041753653445,4.467422163422096e-05,0.0007535128784512396,0.020716135751783306,0.006885135722332028
0.0009541988372802734,0.1310950756072998,0.7725752508361204,0.7738319397777266,-1,61,"{'n_neighbors': 61, 'n_jobs': -1}",55,0.768595041322314,0.7714884696016772,0.7333333333333333,0.7845188284518828,0.7983193277310925,0.7682672233820459,0.773109243697479,0.7807933194154488,0.7899159663865546,0.7640918580375783,5.5372765041119286e-05,0.00042586114368416036,0.02245000707551037,0.007668083324136005
0.0009386539459228516,0.13055262565612794,0.7692307692307693,0.7734126525659866,-1,62,"{'n_neighbors': 62, 'n_jobs': -1}",64,0.768595041322314,0.7693920335429769,0.7333333333333333,0.7845188284518828,0.7899159663865546,0.7661795407098121,0.773109243697479,0.7828810020876826,0.7815126050420168,0.7640918580375783,2.9405044005672272e-05,0.0017805791781635302,0.01941200278481909,0.008583207798560978
0.0009240150451660156,0.12933878898620604,0.774247491638796,0.7734109018886933,-1,63,"{'n_neighbors': 63, 'n_jobs': -1}",49,0.768595041322314,0.7672955974842768,0.7333333333333333,0.7845188284518828,0.8067226890756303,0.7661795407098121,0.773109243697479,0.7849686847599165,0.7899159663865546,0.7640918580375783,8.456295286792338e-05,0.0010377533551285743,0.024522631664041995,0.00931131019984474
0.0009180545806884765,0.13085999488830566,0.7709030100334449,0.7709030621598301,-1,64,"{'n_neighbors': 64, 'n_jobs': -1}",61,0.7603305785123967,0.7672955974842768,0.725,0.7782426778242678,0.8151260504201681,0.7620041753653445,0.773109243697479,0.7828810020876826,0.7815126050420168,0.7640918580375783,6.0347430162846915e-05,0.0006044018215905979,0.029291385196785,0.008196798059953887
0.0009391307830810547,0.13114728927612304,0.7759197324414716,0.7725793338368911,-1,65,"{'n_neighbors': 65, 'n_jobs': -1}",43,0.7768595041322314,0.7735849056603774,0.725,0.7803347280334728,0.8235294117647058,0.7599164926931107,0.773109243697479,0.7828810020876826,0.7815126050420168,0.7661795407098121,5.778648639311737e-05,0.000335057615706015,0.03129433517512542,0.008585878877412086
0.0009049415588378906,0.12947769165039064,0.7725752508361204,0.7675548973301933,-1,66,"{'n_neighbors': 66, 'n_jobs': -1}",55,0.7603305785123967,0.7610062893081762,0.725,0.7719665271966527,0.8235294117647058,0.7620041753653445,0.773109243697479,0.7828810020876826,0.7815126050420168,0.7599164926931107,8.355060623163288e-05,0.0023044360628115086,0.031892702084808724,0.008790813066753968
0.0008417606353759765,0.1280005931854248,0.774247491638796,0.7721635479797377,-1,67,"{'n_neighbors': 67, 'n_jobs': -1}",49,0.7603305785123967,0.7756813417190775,0.725,0.7803347280334728,0.8235294117647058,0.7599164926931107,0.773109243697479,0.7828810020876826,0.7899159663865546,0.7620041753653445,8.76849729288515e-05,0.0016481397742681998,0.03253138972485376,0.009457379065373077
0.0008129596710205079,0.1228217601776123,0.7725752508361204,0.7679794365738133,-1,68,"{'n_neighbors': 68, 'n_jobs': -1}",55,0.7603305785123967,0.7693920335429769,0.725,0.7719665271966527,0.8235294117647058,0.7640918580375783,0.7647058823529411,0.778705636743215,0.7899159663865546,0.755741127348643,5.3960060883679654e-05,0.008048958284420862,0.03276208511603335,0.007717942361437825
0.000881814956665039,0.12882800102233888,0.7709030100334449,0.7692355475317401,-1,69,"{'n_neighbors': 69, 'n_jobs': -1}",61,0.7603305785123967,0.7735849056603774,0.725,0.7719665271966527,0.8151260504201681,0.7620041753653445,0.7647058823529411,0.7828810020876826,0.7899159663865546,0.755741127348643,6.484417329482722e-05,0.0019535217403745405,0.03023565811465474,0.009454794715767266
0.0008937358856201172,0.1286914825439453,0.7692307692307693,0.767139988642939,-1,70,"{'n_neighbors': 70, 'n_jobs': -1}",64,0.768595041322314,0.7651991614255765,0.725,0.7698744769874477,0.7899159663865546,0.7620041753653445,0.7647058823529411,0.778705636743215,0.7983193277310925,0.7599164926931107,7.521652368196118e-05,0.00184912049119723,0.02550025462948888,0.006686761914900658
0.0009473323822021485,0.1303896427154541,0.7675585284280937,0.7688136361353125,-1,71,"{'n_neighbors': 71, 'n_jobs': -1}",66,0.7603305785123967,0.7693920335429769,0.725,0.7698744769874477,0.7899159663865546,0.7640918580375783,0.773109243697479,0.7807933194154488,0.7899159663865546,0.7599164926931107,8.57891671096784e-05,0.0015605635918289693,0.024064461073658665,0.007020357372705284
