mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.367030096054077,0.07531633992888724,0.0010221481323242187,6.466558868535489e-05,1e-05,"(20,)","{'alpha': 1e-05, 'hidden_layer_sizes': (20,)}",0.725,0.6916666666666667,0.7166666666666667,0.7478991596638656,0.7226890756302521,0.7207843137254902,0.0180078171163748,1435,0.8828451882845189,0.9100418410041841,0.8870292887029289,0.8997912317327766,0.8977035490605428,0.8954822197569902,0.009660549329980957
1.403560495376587,0.05841409449401029,0.0010498046875,3.803038662798306e-05,1e-05,"(21,)","{'alpha': 1e-05, 'hidden_layer_sizes': (21,)}",0.7,0.725,0.7583333333333333,0.7563025210084033,0.6722689075630253,0.7223809523809523,0.03305217085165579,1414,0.893305439330544,0.9016736401673641,0.8828451882845189,0.9018789144050104,0.8977035490605428,0.895481346249596,0.007051505181717468
1.5139719009399415,0.08726701703832018,0.0011696815490722656,0.00014325191396642118,1e-05,"(22,)","{'alpha': 1e-05, 'hidden_layer_sizes': (22,)}",0.6916666666666667,0.6916666666666667,0.7166666666666667,0.773109243697479,0.7478991596638656,0.7242016806722689,0.03202296344930043,1360,0.891213389121339,0.9184100418410042,0.8849372384937239,0.9206680584551148,0.8956158663883089,0.9021689188598983,0.014600610797090477
1.5053768157958984,0.0673862312908498,0.001022481918334961,5.4751330389901016e-05,1e-05,"(23,)","{'alpha': 1e-05, 'hidden_layer_sizes': (23,)}",0.675,0.65,0.75,0.7647058823529411,0.6722689075630253,0.7023949579831934,0.04593949407669698,2002,0.9037656903765691,0.9037656903765691,0.9058577405857741,0.9081419624217119,0.9269311064718163,0.909692438046488,0.008769643598715073
1.424987268447876,0.11081252259376424,0.001149892807006836,0.00020342836656747347,1e-05,"(24,)","{'alpha': 1e-05, 'hidden_layer_sizes': (24,)}",0.6583333333333333,0.75,0.7583333333333333,0.7142857142857143,0.7226890756302521,0.7207282913165266,0.03524047210235211,1442,0.9121338912133892,0.9100418410041841,0.9246861924686193,0.8977035490605428,0.9102296450939458,0.9109590237681362,0.008566169520175741
1.5923697471618652,0.08564114464656959,0.0010725498199462891,5.9809257259755615e-05,1e-05,"(25,)","{'alpha': 1e-05, 'hidden_layer_sizes': (25,)}",0.6666666666666666,0.7,0.7416666666666667,0.7226890756302521,0.6974789915966386,0.7057002801120449,0.025321555606907242,1875,0.8786610878661087,0.9267782426778243,0.9058577405857741,0.9164926931106472,0.9290187891440501,0.9113617106768809,0.018305153802378668
1.6116440773010254,0.08180474241345008,0.0010561466217041016,6.198945411955386e-05,1e-05,"(26,)","{'alpha': 1e-05, 'hidden_layer_sizes': (26,)}",0.6583333333333333,0.6666666666666666,0.8,0.7310924369747899,0.680672268907563,0.7073529411764706,0.05275830613033721,1819,0.9267782426778243,0.9079497907949791,0.9288702928870293,0.9352818371607515,0.9352818371607515,0.9268324001362671,0.010034887617617536
1.7173628330230712,0.12320277873542415,0.0011284351348876953,6.421741470593394e-05,1e-05,"(27,)","{'alpha': 1e-05, 'hidden_layer_sizes': (27,)}",0.65,0.65,0.7583333333333333,0.6974789915966386,0.6638655462184874,0.683935574229692,0.04104754105811251,2334,0.9414225941422594,0.893305439330544,0.9414225941422594,0.9394572025052192,0.9248434237995825,0.9280902507839729,0.01846745972567317
1.6194558143615723,0.023915877472697026,0.0010478973388671875,3.771640254083773e-05,1e-05,"(28,)","{'alpha': 1e-05, 'hidden_layer_sizes': (28,)}",0.75,0.7166666666666667,0.775,0.7394957983193278,0.6470588235294118,0.7256442577030813,0.04353693664703236,1358,0.9205020920502092,0.9246861924686193,0.9288702928870293,0.9290187891440501,0.9206680584551148,0.9247490850010045,0.0037392622312955068
1.7370654582977294,0.07279916572911388,0.001325511932373047,0.0005393158239051289,1e-05,"(29,)","{'alpha': 1e-05, 'hidden_layer_sizes': (29,)}",0.7083333333333334,0.6916666666666667,0.75,0.7058823529411765,0.7058823529411765,0.7123529411764706,0.019723677459293994,1659,0.9205020920502092,0.9351464435146444,0.9267782426778243,0.9269311064718163,0.9290187891440501,0.9276753347717088,0.004699710557643948
1.7000065326690674,0.022239761908784458,0.001094961166381836,3.139334485622186e-05,1e-05,"(30,)","{'alpha': 1e-05, 'hidden_layer_sizes': (30,)}",0.675,0.6583333333333333,0.7666666666666667,0.7226890756302521,0.6638655462184874,0.697310924369748,0.041448504966700675,2167,0.9246861924686193,0.9330543933054394,0.9225941422594143,0.9352818371607515,0.9352818371607515,0.9301796804709952,0.005441447969902335
1.7463706970214843,0.04717311050655599,0.0010981559753417969,5.538520554057905e-05,1e-05,"(31,)","{'alpha': 1e-05, 'hidden_layer_sizes': (31,)}",0.7166666666666667,0.7083333333333334,0.7333333333333333,0.7142857142857143,0.6890756302521008,0.7123389355742298,0.014286428278966383,1667,0.9309623430962343,0.9309623430962343,0.9351464435146444,0.9290187891440501,0.9269311064718163,0.9306042050645958,0.002716381885888279
1.7447202682495118,0.03742510378496769,0.0010744571685791016,4.4088127445856496e-05,1e-05,"(32,)","{'alpha': 1e-05, 'hidden_layer_sizes': (32,)}",0.65,0.6416666666666667,0.75,0.6890756302521008,0.6890756302521008,0.6839635854341738,0.03835525655218634,2330,0.9372384937238494,0.9372384937238494,0.9351464435146444,0.941544885177453,0.9394572025052192,0.9381251037290032,0.0021869596969235593
1.802860689163208,0.031181655805913033,0.0011011123657226562,5.239301302601363e-05,1e-05,"(33,)","{'alpha': 1e-05, 'hidden_layer_sizes': (33,)}",0.7,0.675,0.75,0.7226890756302521,0.6554621848739496,0.7006302521008403,0.03353035949883172,2082,0.9414225941422594,0.9309623430962343,0.9476987447698745,0.9311064718162839,0.9290187891440501,0.9360417885937405,0.007270740473564047
1.8917414665222168,0.07345996415681758,0.001201963424682617,0.00011978530953641963,1e-05,"(34,)","{'alpha': 1e-05, 'hidden_layer_sizes': (34,)}",0.6333333333333333,0.675,0.7833333333333333,0.7058823529411765,0.6722689075630253,0.6939635854341738,0.05026989745107681,2229,0.9225941422594143,0.9435146443514645,0.9476987447698745,0.9290187891440501,0.9373695198329853,0.9360391680715578,0.009204919875582945
1.9362348556518554,0.07932425368751175,0.0011564254760742187,3.1891673365404455e-05,1e-05,"(35,)","{'alpha': 1e-05, 'hidden_layer_sizes': (35,)}",0.6583333333333333,0.6333333333333333,0.75,0.6974789915966386,0.7058823529411765,0.6890056022408964,0.04029175897034785,2290,0.9351464435146444,0.9267782426778243,0.9393305439330544,0.9373695198329853,0.941544885177453,0.9360339270271923,0.005088761551910402
2.0333003997802734,0.0902540265837778,0.0011459827423095704,5.06643912352084e-05,1e-05,"(36,)","{'alpha': 1e-05, 'hidden_layer_sizes': (36,)}",0.6833333333333333,0.6416666666666667,0.7666666666666667,0.7226890756302521,0.6638655462184874,0.6956442577030812,0.04438610243816805,2200,0.9414225941422594,0.9393305439330544,0.9456066945606695,0.9394572025052192,0.9394572025052192,0.9410548475292844,0.0024055232738967973
1.8621365547180175,0.29938984337855445,0.0012990951538085938,0.00022357660272945813,1e-05,"(37,)","{'alpha': 1e-05, 'hidden_layer_sizes': (37,)}",0.6416666666666667,0.6833333333333333,0.7833333333333333,0.7142857142857143,0.7310924369747899,0.7107422969187676,0.04736842102968923,1687,0.9351464435146444,0.9435146443514645,0.9456066945606695,0.9394572025052192,0.9373695198329853,0.9402189009529967,0.003855365774183904
